X1,occurrenceID,rightsHolder,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordedBy,Source,Date,yearMeasurement,Sex,lifeStage,Department,Municipality,ParamoComplex,Locality,Elevation,decimalLatitude,decimalLongitude,Order,Family,Species,Weight,totalCulmen,exposedCulmen,billDepth,billWidth,gape,wingArea,wingLength,distPrimarySecondary,tailLength,tailShape,Tarsus,Hallux,halluxClaw,Wingspan,Weight_Dunning2008
2913,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1327,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1327,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,14-Mar-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Santa Barbara, Vda. Los Alisales",3140,0.969972,-77.288472,Passeriformes,Troglodytidae,Cinnycerthia unirufa,29.5,19.3,15.2,4.9,4.5,10.9,489.38,69,40,66,20,28.5,20.7,NA,NA,29.4
2914,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1356,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1356,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,22-Mar-15,2015,Undetermined,Not registered,Narino,Puerres,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Puerres: Monopamba, Vda. Desmontes Alto",2938,0.832639,-77.352111,Passeriformes,Troglodytidae,Cinnycerthia unirufa,31.5,19.2,15.1,4.7,4.4,11.5,456.51,72,61,74,22,30.2,19.3,NA,NA,29.4
2915,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1253,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1253,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,26-Feb-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: El Socorro Cimarron, Vda. Bajo Casanare",3271,1.119194,-77.218361,Passeriformes,Troglodytidae,Cinnycerthia unirufa,27,16.6,14.7,4.9,4.4,9.6,536,75,50,55,NA,26.7,20.4,NA,NA,29.4
2916,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1329,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1329,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,14-Mar-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Santa Barbara, Vda. Los Alisales",3140,0.969972,-77.288472,Passeriformes,Troglodytidae,Cinnycerthia unirufa,34,21.2,16.1,5.6,4.5,10.6,517.5,75,47,69,20,29.3,20.8,NA,NA,29.4
2917,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1332,UDENAR,Human observation,IAvH,IAvH,IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1332,"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez",Field,14-Mar-15,2015,Undetermined,Not registered,Narino,Pasto,Complejo de Paramos La Cocha-Patascoy (LCP),"Narino: Pasto: Santa Barbara, Vda. Los Alisales",3140,0.969972,-77.288472,Passeriformes,Troglodytidae,Cinnycerthia unirufa,29.5,17.3,14.6,4.4,4,10.4,575.35,73,46,65,21,31.8,18.4,NA,NA,29.4
2918,IAvH:SSEYC:TOTABIJAGUALMAMAPACHA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_021:0745,UPTC,Human observation,IAvH,IAvH,IAvH:SSEYC:TOTABIJAGUALMAMAPACHA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_021:0745,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,28-Mar-15,2015,Undetermined,Adult,Boyaca,Aquitania,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca: Aquitania: Paramo de Franco,3190,5.507333,-72.701667,Passeriformes,Troglodytidae,Cinnycerthia unirufa,33,14.2,NA,4.3,3.8,10,NA,79.8,12.8,NA,NA,29.4,14,NA,NA,29.4
2919,IAvH:SSEYC:TOTABIJAGUALMAMAPACHA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_021:0734,UPTC,Human observation,IAvH,IAvH,IAvH:SSEYC:TOTABIJAGUALMAMAPACHA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_021:0734,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,27-Mar-15,2015,Undetermined,Adult,Boyaca,Aquitania,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca: Aquitania: Paramo de Franco,3190,5.507333,-72.701667,Passeriformes,Troglodytidae,Cinnycerthia unirufa,33,18.1,15,5.3,4.5,9.2,NA,74.4,9.4,NA,NA,28.4,15,NA,NA,29.4
2920,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5075,WCS,Human observation,IAvH,IAvH,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5075,Fanny Lorena Gonzalez Zapata,Field,17-May-14,2014,Undetermined,Not registered,Caldas,Manizales,Complejo de Paramos Los Nevados (NVS),"Caldas: Manizales: Vda. El Desquite, Fca. Martinica, Reserva Forestal Protectora Rio Blanco",3491,5.074553,-75.387636,Passeriformes,Troglodytidae,Cinnycerthia unirufa,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4
2921,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5426,WCS,Human observation,IAvH,IAvH,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5426,Alejandra Hurtado Giraldo,Field,6-May-14,2014,Undetermined,Not registered,Risaralda,Santa Rosa de Cabal,Complejo de Paramos Los Nevados (NVS),"Risaralda: Santa Rosa de Cabal: Vda. La Linda, Sector Cortaderal, Hacienda La Sierra",3691,4.824056,-75.485642,Passeriformes,Troglodytidae,Cinnycerthia unirufa,29,16.2,NA,5,NA,10.9,NA,68.5,3.2,73,22.5,28.3,20.5,NA,NA,29.4
2922,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5384,WCS,Human observation,IAvH,IAvH,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5384,Alejandra Hurtado Giraldo,Field,20-Apr-14,2014,Undetermined,Not registered,Risaralda,Santa Rosa de Cabal,Complejo de Paramos Los Nevados (NVS),"Risaralda: Santa Rosa de Cabal: Vda. La Linda, Sector Cortaderal, Hacienda La Sierra",3691,4.824056,-75.485642,Passeriformes,Troglodytidae,Cinnycerthia unirufa,29.5,22,16.1,NA,NA,7,NA,71.4,8.8,67.1,17.3,29.2,17.4,NA,NA,29.4
2923,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5017,WCS,Human observation,IAvH,IAvH,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5017,Sofia Alejandra Tello Fernandez,Field,10-May-14,2014,Undetermined,Adult,Caldas,Manizales,Complejo de Paramos Los Nevados (NVS),"Caldas: Manizales: Vda. El Desquite, Fca. Martinica, Reserva Forestal Protectora Rio Blanco",3629,5.069175,-75.377531,Passeriformes,Troglodytidae,Cinnycerthia unirufa,29,18,13.2,4.85,NA,NA,NA,78,9.8,71.1,18.93,28.5,17,NA,NA,29.4
2924,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5427,WCS,Human observation,IAvH,IAvH,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5427,Alejandra Hurtado Giraldo,Field,6-May-14,2014,Undetermined,Not registered,Risaralda,Santa Rosa de Cabal,Complejo de Paramos Los Nevados (NVS),"Risaralda: Santa Rosa de Cabal: Vda. La Linda, Sector Cortaderal, Hacienda La Sierra",3691,4.824056,-75.485642,Passeriformes,Troglodytidae,Cinnycerthia unirufa,32,19.9,15.7,5.5,NA,7.2,NA,73.4,4.9,71.6,20.8,29.1,18.9,NA,NA,29.4
2925,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5015,WCS,Human observation,IAvH,IAvH,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5015,Sofia Alejandra Tello Fernandez,Field,10-May-14,2014,Undetermined,Adult,Caldas,Manizales,Complejo de Paramos Los Nevados (NVS),"Caldas: Manizales: Vda. El Desquite, Fca. Martinica, Reserva Forestal Protectora Rio Blanco",3629,5.069175,-75.377531,Passeriformes,Troglodytidae,Cinnycerthia unirufa,28,16.79,13.6,5.5,NA,9.05,420.94,NA,9.13,68.84,22.7,28,16.9,NA,NA,29.4
2926,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5131,WCS,Human observation,IAvH,IAvH,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5131,Fanny Lorena Gonzalez Zapata,Field,20-May-14,2014,Undetermined,Adult,Caldas,Manizales,Complejo de Paramos Los Nevados (NVS),"Caldas: Manizales: Vda. El Desquite, Fca. Martinica, Reserva Forestal Protectora Rio Blanco",3545,5.071422,-75.385119,Passeriformes,Troglodytidae,Cinnycerthia unirufa,26,21.7,14.4,5,4.5,NA,374.98,67,12.3,77.4,18.5,30.3,17.6,NA,NA,29.4
2927,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5019,WCS,Human observation,IAvH,IAvH,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5019,Sofia Alejandra Tello Fernandez,Field,10-May-14,2014,Undetermined,Adult,Caldas,Manizales,Complejo de Paramos Los Nevados (NVS),"Caldas: Manizales: Vda. El Desquite, Fca. Martinica, Reserva Forestal Protectora Rio Blanco",3629,5.069175,-75.377531,Passeriformes,Troglodytidae,Cinnycerthia unirufa,28,17,13,5.3,NA,10.1,450.63,76,9.8,63.1,23.1,28.1,17.6,NA,NA,29.4
2928,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5127,WCS,Human observation,IAvH,IAvH,IAvH:SSEYC:LOSNEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN016:5127,Fanny Lorena Gonzalez Zapata,Field,19-May-14,2014,Undetermined,Adult,Caldas,Manizales,Complejo de Paramos Los Nevados (NVS),"Caldas: Manizales: Vda. El Desquite, Fca. Martinica, Reserva Forestal Protectora Rio Blanco",3545,5.071422,-75.385119,Passeriformes,Troglodytidae,Cinnycerthia unirufa,33,21.1,14.6,5.4,5.1,NA,458.37,76,7.6,82,20.8,30.2,18.1,NA,NA,29.4
2929,IAvH:SSEYC:TOTABIJAGUALMAMAPACHA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_021:0668,UPTC,Human observation,IAvH,IAvH,IAvH:SSEYC:TOTABIJAGUALMAMAPACHA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_021:0668,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,18-Mar-15,2015,Undetermined,Adult,Boyaca,Mongua,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca: Mongua: Vda. San Ignacio,3524,5.745111,-72.734078,Passeriformes,Troglodytidae,Cistothorus apolinari,18,15.6,11.9,3.5,3,7.6,2268.51,55.7,9.8,49.8,22.9,25.5,9.1,NA,NA,17.7
2930,IAvH:SSEYC:TOTABIJAGUALMAMAPACHA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_021:0669,UPTC,Human observation,IAvH,IAvH,IAvH:SSEYC:TOTABIJAGUALMAMAPACHA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_021:0669,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,18-Mar-15,2015,Undetermined,Adult,Boyaca,Mongua,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca: Mongua: Vda. San Ignacio,3524,5.745111,-72.734078,Passeriformes,Troglodytidae,Cistothorus apolinari,19,16.6,12,4,4.6,6.9,2654.8,56.5,8.3,49,25.2,25.3,10.2,NA,NA,17.7
2931,IAvH:SSEYC:TOTABIJAGUALMAMAPACHA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_021:0670,UPTC,Human observation,IAvH,IAvH,IAvH:SSEYC:TOTABIJAGUALMAMAPACHA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_021:0670,"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena",Field,18-Mar-15,2015,Undetermined,Adult,Boyaca,Mongua,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca: Mongua: Vda. San Ignacio,3524,5.745111,-72.734078,Passeriformes,Troglodytidae,Cistothorus apolinari,14,14.8,12.8,3.2,3.3,7.8,3021.11,55.8,6.4,48.6,29.3,26,12.4,NA,NA,17.7
2932,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1291,F. Mellizas,Human observation,IAvH,IAvH,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1291,"Jean Wilmar Parra Colorado, Wilmer Antonio Cardona Ocampo",Field,25-Sep-14,2014,Female,Adult,Valle del Cauca,Sevilla,Complejo de Paramos Chili-Barragan (CBG),"Valle del Cauca: Sevilla: Cuenca Rio Bugalagrande, Vda. Miraflores, Fca. la Traviata",3520,4.000806,-75.798417,Passeriformes,Troglodytidae,Cistothorus platensis,11.68,13.55,10.38,3.86,3.27,6.22,NA,40,2.8,48,18.38,24.44,NA,NA,NA,7.95
2933,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1340,F. Mellizas,Human observation,IAvH,IAvH,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1340,"Jean Wilmar Parra Colorado, Wilmer Antonio Cardona Ocampo",Field,24-Oct-14,2014,Undetermined,Immature,Valle del Cauca,Tulua,Complejo de Paramos Las Hermosas (HMS),"Valle del Cauca: Tulua: Santa Lucia, Cuenca Rio Tulua, Cgto. Santa Lucia, Fca. la Cascada",3500,3.975472,-75.967333,Passeriformes,Troglodytidae,Cistothorus platensis,10.84,16.91,9.13,3.08,NA,5.92,NA,48,4.37,41,20.54,20.89,10.96,NA,NA,7.95
2934,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1359,F. Mellizas,Human observation,IAvH,IAvH,IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1359,"Jean Wilmar Parra Colorado, Wilmer Antonio Cardona Ocampo",Field,26-Nov-14,2014,Female,Adult,Valle del Cauca,Tulua,Complejo de Paramos Las Hermosas (HMS),"Valle del Cauca: Tulua: Santa Lucia, Cuenca Rio Tulua, Cgto. Santa Lucia, Fca. la Cascada",3500,3.974528,-75.968222,Passeriformes,Troglodytidae,Cistothorus platensis,12.71,15.45,9.76,3.36,3.09,5.74,NA,48,1.56,46,20.66,18.83,11.76,NA,NA,7.95
2935,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0591,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0591,"Jean W. Parra, Antonio Cardona",Field,16-Apr-14,2014,Not registered,Immature,Quindio,Cordoba,Complejo de Paramos Chili-Barragan (CBG),"Quindio: Cordoba: Vda. Las Auras, Fca. el Porvenir",3370,4.37055,-75.597533,Passeriformes,Troglodytidae,Cistothorus platensis,13.48,13.94,8.72,2.91,3.19,NA,NA,50,4.5,41,18.69,21.14,12.08,NA,NA,7.95
2936,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0512,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0512,"Jean W. Parra, Antonio Cardona",Field,21-Mar-14,2014,Not registered,Not registered,Quindio,Salento,Complejo de paramos Los Nevados (NVS),"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",3470,4.618667,-75.419917,Passeriformes,Troglodytidae,Cistothorus platensis,13.96,15.17,10.81,3.29,3.7,NA,NA,51,40.5,44,21,22.3,13.92,NA,NA,7.95
2937,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0509,F. Mellizas,Human observation,IAvH,IAvH,IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0509,"Jean W. Parra, Antonio Cardona",Field,21-Mar-14,2014,Not registered,Not registered,Quindio,Salento,Complejo de paramos Los Nevados (NVS),"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",3470,4.618667,-75.419917,Passeriformes,Troglodytidae,Cistothorus platensis,13.04,14.64,12.24,3.47,3.33,NA,NA,51,38.04,48,37,22.9,13.61,NA,NA,7.95
2938,IAvH:SSEYC:FRONTINOURRAO:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN047:0888,UDEA,Human observation,IAvH,IAvH,NA,Natalia Yepes,Field,29-May-14,2014,Undetermined,Adult,Caldas,Pensilvania,Complejo de Paramos Sonson (SSN),"Caldas: Pensilvania: Vda. La Brigada, Paramo Valle Alto",3537,5.347972,-75.282889,Passeriformes,Troglodytidae,Cistothorus platensis,NA,17.07,12.92,3.32,3.29,8.48,NA,45.63,NA,40.3,16.91,NA,11.26,NA,NA,7.95
2939,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0593,UDFJC,Human observation,IAvH,IAvH,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0593,"Ana Rueda, Angelica Moreno",Field,13-May-14,2014,Undetermined,Not registered,Cundinamarca,Cabrera,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Cabrera: Vda. de Hoyerias,3433,3.911767,-74.396,Passeriformes,Troglodytidae,Cistothorus platensis,NA,14.76,11.36,NA,2.77,5.96,1577.4,49,NA,43,0,23.94,12.18,NA,150,7.95
2940,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN022:0963,UDFJC,Preserved specimen,IAvH,IAvH,En proceso,"Ana Rueda, Angelica Moreno",Field,10-Aug-14,2014,Undetermined,Not registered,Cundinamarca,Pasca,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Pasca: Vda. Quebradas,3090,4.215689,-74.309969,Passeriformes,Troglodytidae,Cistothorus platensis,10,14.17,10.55,3.43,2.87,6.38,1908.6,45,NA,48,0,21.88,12.43,NA,157,7.95
2941,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0753,UDFJC,Human observation,IAvH,IAvH,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0753,"Ana Rueda, Angelica Moreno",Field,3-Jun-14,2014,Undetermined,Not registered,Cundinamarca,Une,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Une: Vda. Llanitos,3473,4.255933,-74.112817,Passeriformes,Troglodytidae,Cistothorus platensis,13.5,12.17,9.65,2.88,3.22,7.59,2102.6,40,NA,36,0,22.46,12.7,NA,130,7.95
2942,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN022:0378,UDFJC,Preserved specimen,IAvH,IAvH,En proceso,"Ana Rueda, Angelica Moreno",Field,15-Apr-14,2014,Undetermined,Not registered,Cundinamarca,Chipaque,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Chipaque: Vda. las Fruticas,3400.6536,4.345431,-74.093381,Passeriformes,Troglodytidae,Cistothorus platensis,NA,13.9,10.67,3.15,3.43,7.07,2278.4,43,NA,44,0,20.24,14.54,NA,145,7.95
2943,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN022:0548,UDFJC,Preserved specimen,IAvH,IAvH,En proceso,"Ana Rueda, Angelica Moreno",Field,20-May-14,2014,Undetermined,Not registered,Cundinamarca,Cabrera,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Cabrera: Vda. de Hoyerias,3104,3.932233,-74.402817,Passeriformes,Troglodytidae,Cistothorus platensis,13.5,13.25,11.54,2.93,NA,9.11,2372.5,45,NA,46,11,20.27,11.91,NA,175,7.95
2944,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0368,UDFJC,Human observation,IAvH,IAvH,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0368,"Ana Rueda, Angelica Moreno",Field,22-Apr-14,2014,Undetermined,Not registered,Cundinamarca,Chipaque,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Chipaque: Vda. las Fruticas,3596.64,4.343961,-74.0965,Passeriformes,Troglodytidae,Cistothorus platensis,NA,16.4,12.69,3.27,3.6,9.19,2783.9,52,NA,47,12,21.8,12.36,NA,160,7.95
2945,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0358,UDFJC,Human observation,IAvH,IAvH,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0358,"Ana Rueda, Angelica Moreno",Field,21-Apr-14,2014,Undetermined,Not registered,Cundinamarca,Chipaque,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Chipaque: Vda. las Fruticas,3589.6296,4.344381,-74.0965,Passeriformes,Troglodytidae,Cistothorus platensis,NA,13.25,10.27,2.78,3.3,9.62,2799.9,56,NA,49,13,21.16,13.13,NA,147,7.95
2946,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2015_IN022:0890,UDFJC,Preserved specimen,IAvH,IAvH,En proceso,"Ana Rueda, Angelica Moreno",Field,1-Oct-14,2014,Undetermined,Not registered,Cundinamarca,Ubaque,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,3350,4.549889,-73.996139,Passeriformes,Troglodytidae,Cistothorus platensis,14,18.64,14.44,3.8,3.59,6.08,2885.8,53,NA,52,0,21.19,14.33,NA,171,7.95
2947,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0821,UDFJC,Human observation,IAvH,IAvH,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0821,"Angelica Moreno, Johan Gantiva",Field,5-Oct-14,2014,Undetermined,Not registered,Cundinamarca,Ubaque,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,3104,4.53275,-74.006306,Passeriformes,Troglodytidae,Cistothorus platensis,NA,18.04,13.37,3.35,3.63,5.42,2930.5,53,NA,44,0,19.44,12.01,NA,169,7.95
2948,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0359,UDFJC,Human observation,IAvH,IAvH,IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0359,"Ana Rueda, Angelica Moreno",Field,21-Apr-14,2014,Undetermined,Not registered,Cundinamarca,Chipaque,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca: Chipaque: Vda. las Fruticas,3589.6296,4.344381,-74.0965,Passeriformes,Troglodytidae,Cistothorus platensis,NA,16.99,13.9,3.39,3.32,6.53,2955.5,54,NA,48,8,20.15,11.09,NA,154,7.95
